Superkingdom,Clade1,Clade2,Phylum,Class,Order,Family,No rank,Genome_Accession,Genus,Species,Strain,Chromosome,Replicon_1,Replicon_2,Replicon_3,Replicon_4,Replicon_5,Replicon_6,Replicon_7,Replicon_8,Replicon_9,Replicon_10,Replicon_11,Replicon_12,Replicon_13,Replicon_14,Replicon_15,Replicon_16,Replicon_17,Replicon_18,Replicon_19,Replicon_20,Replicon_21,Replicon_22,Total_length
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Aurantimonadaceae,,GCF_002043005.1_ASM204300v1,Martelella,mediterranea,MACL11,4671477,593079,258597,169914,,,,,,,,,,,,,,,,,,,,5693067_total
Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,GCF_001953955.1_ASM195395v1,Prevotella,intermedia,ATCC_25611,1965935,708235,,,,,,,,,,,,,,,,,,,,,,2674170_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,GCF_000512205.2_ASM51220v2,Sphingomonas,sanxanigenens,NX02,6205897,374401,,,,,,,,,,,,,,,,,,,,,,6580298_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Thalassospiraceae,,GCF_000300235.2_ASM30023v2,Thalassospira,xiamenensis,M-5,4576570,192380,,,,,,,,,,,,,,,,,,,,,,4768950_total
Bacteria,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,GCF_000283875.1_ASM28387v1,Pantoea,ananatis,LMG_5342,4605545,302599,,,,,,,,,,,,,,,,,,,,,,4908144_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,,GCF_002355775.1_ASM235577v1,Mycobacterium,ulcerans,ATCC_33728,5899681,166617,,,,,,,,,,,,,,,,,,,,,,6066298_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_000961095.1_ASM96109v1,Paenibacillus,beijingensis,DSM_24997,5749967,,,,,,,,,,,,,,,,,,,,,,,5749967_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_000259365.1_ASM25936v1,Bacillus,sp.,JS,4120406,,,,,,,,,,,,,,,,,,,,,,,4120406_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium/Ensifer group,GCF_003177055.1_ASM317705v1,Sinorhizobium,fredii,CCBAU_25509,4198614,2210745,401505,,,,,,,,,,,,,,,,,,,,,6810864_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium/Ensifer group,GCF_003100575.1_ASM310057v1,Sinorhizobium,fredii,CCBAU_45436,4162966,1961287,418014,201059,170473,,,,,,,,,,,,,,,,,,,6913799_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium/Ensifer group,GCF_002288485.1_ASM228848v1,Sinorhizobium,fredii,CCBAU_83666,3986633,2277056,742947,76753,,,,,,,,,,,,,,,,,,,,7083389_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_001887535.1_ASM188753v1,Ralstonia,solanacearum,FJAT-1458,3984240,2075659,,,,,,,,,,,,,,,,,,,,,,6059899_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_002155245.1_ASM215524v1,Ralstonia,solanacearum,FJAT-91,3873214,2000873,,,,,,,,,,,,,,,,,,,,,,5874087_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,,GCF_000723425.2_E11,Mycobacterium,marinum,E11,6336293,114229,,,,,,,,,,,,,,,,,,,,,,6450522_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_000245355.1_ASM24535v1,Streptomyces,hygroscopicus,5008,10145833,164566,73285,,,,,,,,,,,,,,,,,,,,,10383684_total
Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_000250855.1_ASM25085v1,Vibrio,cholerae,IEC224,3007450,1072136,,,,,,,,,,,,,,,,,,,,,,4079586_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,,GCF_000454045.1_ASM45404v1,Rhodococcus,erythropolis,CCM2595,6281198,90223,,,,,,,,,,,,,,,,,,,,,,6371421_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_000971925.1_ASM97192v1,Bacillus,subtilis,KCTC_1028,4215633,,,,,,,,,,,,,,,,,,,,,,,4215633_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,,GCF_003584745.1_ASM358474v1,Mycobacterium,pseudoshottsii,JCM_15466,6061597,,,,,,,,,,,,,,,,,,,,,,,6061597_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_017357245.1_ASM1735724v1,Rhizobium,bangladeshense,BLR175,4365990,644610,461863,369739,285863,220546,,,,,,,,,,,,,,,,,,6348611_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_017357265.1_ASM1735726v1,Rhizobium,bangladeshense,PLR8-1a,4343326,622307,458357,382349,337471,284792,220006,109431,,,,,,,,,,,,,,,,6758039_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_017357225.1_ASM1735722v1,Rhizobium,binae,BLR195,4517603,529274,498121,492894,312143,254752,231026,219475,,,,,,,,,,,,,,,,7055288_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_017352135.1_ASM1735213v1,Rhizobium,lentis,BLR27,4527163,877212,422827,325898,269901,,,,,,,,,,,,,,,,,,,6423001_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,,GCF_000277145.1_ASM27714v1,Mycobacterium,intracellulare,MOTT-02,5409696,,,,,,,,,,,,,,,,,,,,,,,5409696_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,,GCF_000276825.1_ASM27682v1,Mycobacterium,paraintracellulare,MOTT64,5501090,,,,,,,,,,,,,,,,,,,,,,,5501090_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,,GCF_010731935.1_ASM1073193v1,Mycobacterium,paraintracellulare,JCM_30622,5527834,,,,,,,,,,,,,,,,,,,,,,,5527834_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,,GCF_016755955.1_ASM1675595v1,Mycobacterium,paraintracellulare,M021,5412210,,,,,,,,,,,,,,,,,,,,,,,5412210_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,,GCF_016755975.1_ASM1675597v1,Mycobacterium,paraintracellulare,M015,5588488,,,,,,,,,,,,,,,,,,,,,,,5588488_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,,GCF_016756015.1_ASM1675601v1,Mycobacterium,paraintracellulare,M019,5615686,,,,,,,,,,,,,,,,,,,,,,,5615686_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,,GCF_016756035.1_ASM1675603v1,Mycobacterium,paraintracellulare,M001,5739349,,,,,,,,,,,,,,,,,,,,,,,5739349_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,,GCF_016756055.1_ASM1675605v1,Mycobacterium,paraintracellulare,M011,5332910,24702,,,,,,,,,,,,,,,,,,,,,,5357612_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,,GCF_016756275.1_ASM1675627v1,Mycobacterium,paraintracellulare,M020,5429978,,,,,,,,,,,,,,,,,,,,,,,5429978_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,,GCF_016756295.1_ASM1675629v1,Mycobacterium,paraintracellulare,M003,5533584,,,,,,,,,,,,,,,,,,,,,,,5533584_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,,GCF_000418535.1_ASM41853v2,Mycobacterium,intracellulare,05-1390,5521023,122976,18089,,,,,,,,,,,,,,,,,,,,,5662088_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,,GCF_000331445.1_ASM33144v1,Mycobacterium,tuberculosis,7199-99,4421197,,,,,,,,,,,,,,,,,,,,,,,4421197_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_000344745.1_ASM34474v1,Bacillus,subtilis,6051-HGW,4215610,,,,,,,,,,,,,,,,,,,,,,,4215610_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella/Ochrobactrum group,GCF_001971625.1_ASM197162v1,Brucella,sp.,09RB8471,2191354,1243395,,,,,,,,,,,,,,,,,,,,,,3434749_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella/Ochrobactrum group,GCF_900092405.1_10RB9215v1,Brucella,sp.,,2256786,1306027,,,,,,,,,,,,,,,,,,,,,,3562813_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_000341875.1_ASM34187v1,Bacillus,velezensis,UCMB5036,3910324,,,,,,,,,,,,,,,,,,,,,,,3910324_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_000455585.1_ucmb5113v1,Bacillus,velezensis,UCMB5113,3889532,,,,,,,,,,,,,,,,,,,,,,,3889532_total
Bacteria,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,,GCF_000255535.1_ASM25553v1,Rahnella,aquatilis,HX2,4962173,570951,75160,48515,,,,,,,,,,,,,,,,,,,,5656799_total
Bacteria,Terrabacteria group,,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,,GCF_018223625.1_ASM1822362v1,Clostridium,sp.,C1,3035113,,,,,,,,,,,,,,,,,,,,,,,3035113_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_000262385.1_ASM26238v1,Bacillus,velezensis,YAU_B9601-Y2,4238624,,,,,,,,,,,,,,,,,,,,,,,4238624_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_000284395.1_ASM28439v1,Bacillus,velezensis,YAU_B9601-Y2,4242774,,,,,,,,,,,,,,,,,,,,,,,4242774_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,,GCF_000391485.2_ASM39148v2,Enterococcus,faecalis,B594,3152103,70182,45436,,,,,,,,,,,,,,,,,,,,,3267721_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,,GCF_000336405.1_ASM33640v1,Enterococcus,faecium,NRRL_B-2354,2635572,214319,,,,,,,,,,,,,,,,,,,,,,2849891_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_000280865.2_ASM28086v2,Streptomyces,auratus,AGR0001,7901452,,,,,,,,,,,,,,,,,,,,,,,7901452_total
Bacteria,Terrabacteria group,,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,GCF_000723465.1_Rb803,Ruminococcus,bicirculans,80/3,2240877,727623,,,,,,,,,,,,,,,,,,,,,,2968500_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,,GCF_000262165.1_ASM26216v1,Mycobacterium,sp.,MOTT36Y,5613626,,,,,,,,,,,,,,,,,,,,,,,5613626_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_016804005.1_ASM1680400v1,Streptomyces,pratensis,S10,8270263,11203,,,,,,,,,,,,,,,,,,,,,,8281466_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_000261345.2_ASM26134v2,Streptomyces,globisporus,C-1027,7608611,167754,7234,,,,,,,,,,,,,,,,,,,,,7783599_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_013364095.1_ASM1336409v1,Streptomyces,harbinensis,NA02264,5802668,,,,,,,,,,,,,,,,,,,,,,,5802668_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000960995.1_ASM96099v1,Burkholderia,glumae,ATCC_33617,3659771,2820414,196020,144522,,,,,,,,,,,,,,,,,,,,6820727_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_009857095.1_ASM985709v1,Burkholderia,glumae,AU6208,3629551,2779201,122067,,,,,,,,,,,,,,,,,,,,,6530819_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,GCF_007954425.1_ASM795442v1,Novosphingobium,ginsenosidimutans,FW-6,3118872,,,,,,,,,,,,,,,,,,,,,,,3118872_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,GCF_014489495.1_ASM1448949v1,Sphingomonas,daechungensis,KACC_18115,2880004,127878,,,,,,,,,,,,,,,,,,,,,,3007882_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_003667725.1_ASM366772v1,Agrobacterium,fabrum,1D132,2907491,2013898,306515,177577,147633,,,,,,,,,,,,,,,,,,,5553114_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_003667945.1_ASM366794v1,Agrobacterium,fabrum,12D13,2853758,1998382,376009,119590,68578,,,,,,,,,,,,,,,,,,,5416317_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_016599575.1_ASM1659957v1,Agrobacterium,fabrum,GV2260,2841579,2075577,459022,173651,14029,,,,,,,,,,,,,,,,,,,5563858_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_016599595.1_ASM1659959v1,Agrobacterium,fabrum,EHA105,2843716,2075498,544193,187752,55971,,,,,,,,,,,,,,,,,,,5707130_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_016599615.1_ASM1659961v1,Agrobacterium,fabrum,GV3101::pMP90,2841579,2075576,367272,183401,,,,,,,,,,,,,,,,,,,,5467828_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_016864515.1_ASM1686451v1,Agrobacterium,fabrum,BG5,2865988,2055643,368378,210623,,,,,,,,,,,,,,,,,,,,5500632_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_022819325.1_ASM2281932v1,Agrobacterium,fabrum,LBA645,2841581,2075576,542868,131838,,,,,,,,,,,,,,,,,,,,5591863_total
Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,GCF_002849795.1_ASM284979v1,Prevotella,jejuni,CD3:33,2204592,1708414,,,,,,,,,,,,,,,,,,,,,,3913006_total
Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,GCF_018128085.1_ASM1812808v1,Prevotella,jejuni,F0697,2233168,1711633,,,,,,,,,,,,,,,,,,,,,,3944801_total
Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,GCF_018128105.1_ASM1812810v1,Prevotella,jejuni,F0106,2229982,1885551,,,,,,,,,,,,,,,,,,,,,,4115533_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_001644605.1_ASM164460v1,Paenibacillus,swuensis,DY6,5012599,,,,,,,,,,,,,,,,,,,,,,,5012599_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_001857925.1_ASM185792v1,Bacillus,xiamenensis,VV3,3637729,,,,,,,,,,,,,,,,,,,,,,,3637729_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_005937855.2_ASM593785v2,Burkholderia,sp.,KBS0801,3530666,2783599,1067603,,,,,,,,,,,,,,,,,,,,,7381868_total
Bacteria,Terrabacteria group,,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,,GCF_001644565.1_ASM164456v1,Deinococcus,puniceus,DY1,2971983,,,,,,,,,,,,,,,,,,,,,,,2971983_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_000192635.1_ASM19263v1,Agrobacterium,fabacearum,H13-3,2823930,2148289,601551,,,,,,,,,,,,,,,,,,,,,5573770_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_000971565.1_ASM97156v1,Agrobacterium,fabacearum,Ach5,2833887,2095752,544752,194264,,,,,,,,,,,,,,,,,,,,5668655_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,GCF_019048945.1_ASM1904894v1,Agrobacterium,salinitolerans,DG3-1,2892374,2090657,521982,147126,141550,119390,110233,74110,51025,32563,,,,,,,,,,,,,,6181010_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_001598115.1_ASM159811v2,Streptomyces,sp.,AgN23,10858739,,,,,,,,,,,,,,,,,,,,,,,10858739_total
Bacteria,,,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,,GCF_019134595.1_ASM1913459v1,Pseudoalteromonas,shioyasakiensis,SDCH90,3822719,899440,,,,,,,,,,,,,,,,,,,,,,4722159_total
Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,,GCF_001682195.2_ASM168219v2,Flammeovirga,sp.,MY04,5056210,2188491,82913,,,,,,,,,,,,,,,,,,,,,7327614_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_000321395.1_ASM32139v1,Bacillus,subtilis,BSP1,4043754,,,,,,,,,,,,,,,,,,,,,,,4043754_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_000300475.1_ASM30047v1,Bacillus,thuringiensis,MC28,5414494,429674,319710,189702,183210,95433,54484,7826,,,,,,,,,,,,,,,,6694533_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,,GCF_011058295.1_ASM1105829v1,Bradyrhizobium,sp.,1S3,10014235,,,,,,,,,,,,,,,,,,,,,,,10014235_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella/Ochrobactrum group,GCF_011801185.1_ASM1180118v1,Brucella,abortus,RB51,2122197,1161994,,,,,,,,,,,,,,,,,,,,,,3284191_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,,GCF_000390085.1_ASM39008v1,Mycobacterium,avium,MAP4,4829424,,,,,,,,,,,,,,,,,,,,,,,4829424_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,,GCF_000742975.1_ASM74297v1,Enterococcus,faecalis,ATCC_29212,2939973,66548,41610,,,,,,,,,,,,,,,,,,,,,3048131_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,,GCF_000340435.2_ASM34043v3,Mycobacterium,haemophilum,ATCC_29548,4235765,,,,,,,,,,,,,,,,,,,,,,,4235765_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_000340845.1_ASM34084v1,Streptomyces,hygroscopicus,TL01,9840102,164565,73285,,,,,,,,,,,,,,,,,,,,,10077952_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,,GCF_002148175.1_ASM214817v1,Mycobacterium,intracellulare,Asan_36912,5445538,,,,,,,,,,,,,,,,,,,,,,,5445538_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,,GCF_002148195.1_ASM214819v1,Mycobacterium,intracellulare,Asan_36527,5435152,,,,,,,,,,,,,,,,,,,,,,,5435152_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_000523045.1_ASM52304v1,Bacillus,subtilis,BEST7003,4043042,,,,,,,,,,,,,,,,,,,,,,,4043042_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,,GCF_000281195.1_ASM28119v1,Enterococcus,faecalis,D32,2987450,62162,12893,,,,,,,,,,,,,,,,,,,,,3062505_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,,GCF_000338715.2_ASM33871v2,Mycobacterium,tuberculosis,Korea_1168P,4376711,,,,,,,,,,,,,,,,,,,,,,,4376711_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_001718415.1_ASM171841v1,Burkholderia,pseudomultivorans,SUB-INT23-BP2,4849929,2995708,111152,,,,,,,,,,,,,,,,,,,,,7956789_total
Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_005239365.1_ASM523936v1,Vibrio,neocaledonicus,CGJ02-2,3400283,1845572,,,,,,,,,,,,,,,,,,,,,,5245855_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,GCF_006363875.1_ASM636387v1,Sphingobium,fuliginis,ATCC_27551,3844607,1213992,224736,60848,43234,27207,,,,,,,,,,,,,,,,,,5414624_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella/Ochrobactrum group,GCF_001296965.1_ASM129696v1,Brucella,abortus,104M,2122847,1162580,,,,,,,,,,,,,,,,,,,,,,3285427_total
Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_000328405.1_ASM32840v1,Vibrio,parahaemolyticus,BB22OP,3297305,1806219,,,,,,,,,,,,,,,,,,,,,,5103524_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_000295695.2_ASM29569v2,Bacillus,anthracis,BF1,5213532,181933,94743,,,,,,,,,,,,,,,,,,,,,5490208_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_022221085.1_ASM2222108v1,Bacillus,anthracis,BF1,5213532,181933,94743,,,,,,,,,,,,,,,,,,,,,5490208_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,,GCF_016755915.1_ASM1675591v1,Mycobacterium,intracellulare,M.i.198,5445552,,,,,,,,,,,,,,,,,,,,,,,5445552_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_000444875.1_ASM44487v1,Streptomyces,collinus,Tu_365,8272925,85047,19314,,,,,,,,,,,,,,,,,,,,,8377286_total
Bacteria,Terrabacteria group,,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,,GCF_000577895.1_M2_40,Clostridium,bornimense,type_strain:_M2/40,2917864,699161,,,,,,,,,,,,,,,,,,,,,,3617025_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_000292705.1_ASM29270v1,Bacillus,thuringiensis,HD-789,5495278,349599,235425,224872,14935,7697,6824,,,,,,,,,,,,,,,,,6334630_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_000292415.1_ASM29241v1,Bacillus,cereus,FRI-35,5083176,218786,40993,36273,3091,,,,,,,,,,,,,,,,,,,5382319_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_000292455.1_ASM29245v1,Bacillus,thuringiensis,HD-771,5886036,171030,168999,69876,65470,45262,14056,9070,8574,,,,,,,,,,,,,,,6438373_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella/Ochrobactrum group,GCF_900095155.1_BR141012304v1,Brucella,inopinata,141012304,2145953,1296428,,,,,,,,,,,,,,,,,,,,,,3442381_total
Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_002224265.1_ASM222426v1,Vibrio,vulnificus,ATCC_27562,3266118,1741042,,,,,,,,,,,,,,,,,,,,,,5007160_total
Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_001456255.1_ASM145625v1,Vibrio,natriegens,ATCC_14048,3248023,1927130,,,,,,,,,,,,,,,,,,,,,,5175153_total
Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_001680025.1_ASM168002v1,Vibrio,natriegens,ATCC_14048,3241530,1927156,,,,,,,,,,,,,,,,,,,,,,5168686_total
Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_000354175.2_ASM35417v2,Vibrio,alginolyticus,ATCC_17749,3334467,1812170,,,,,,,,,,,,,,,,,,,,,,5146637_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_000293765.1_ASM29376v1,Bacillus,subtilis,QB928,4146839,,,,,,,,,,,,,,,,,,,,,,,4146839_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_000699525.1_ASM69952v1,Bacillus,subtilis,AG1839,4193640,,,,,,,,,,,,,,,,,,,,,,,4193640_total
Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_017916255.1_ASM1791625v1,Streptomyces,mobaraensis,DSM_40847,7574085,,,,,,,,,,,,,,,,,,,,,,,7574085_total
Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,,GCF_000296215.2_ASM29621v2,Bradyrhizobium,sp.,CCGE-LA001,7833499,,,,,,,,,,,,,,,,,,,,,,,7833499_total
