,Superkingdom,Clade1,Clade2,Phylum,Class,Order,Family,No rank,Genome_Accession,Genus,Species,Strain,Chromosome,Replicon_1,Replicon_2,Replicon_3,Replicon_4,Replicon_5,Replicon_6,Replicon_7,Replicon_8,Replicon_9,Replicon_10,Replicon_11,Replicon_12,Replicon_13,Replicon_14,Replicon_15,Replicon_16,Replicon_17,Replicon_18,Replicon_19,Replicon_20,Replicon_21,Replicon_22,Total_length
4331,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_018141485.1_ASM1814148v1,Streptomyces,alfalfae,XN-04,8254035,24560.0,,,,,,,,,,,,,,,,,,,,,,8278595_total
3053,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_001267885.1_ASM126788v1,Streptomyces,ambofaciens,ATCC_23877,8303940,89658.0,,,,,,,,,,,,,,,,,,,,,,8393598_total
2001,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_020783455.1_ASM2078345v1,Streptomyces,anulatus,YINM00001,8372992,317781.0,,,,,,,,,,,,,,,,,,,,,,8690773_total
2528,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_010669165.1_ASM1066916v1,Streptomyces,aureoverticillatus,HN6,9617533,120897.0,,,,,,,,,,,,,,,,,,,,,,9738430_total
2584,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_001983975.1_ASM198397v1,Streptomyces,autolyticus,CGMCC0516,10029028,46799.0,30888.0,15601.0,15591.0,15586.0,15584.0,15583.0,,,,,,,,,,,,,,,,10184660_total
2990,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_000009765.2_ASM976v2,Streptomyces,avermitilis,MA-4680,9025608,94287.0,,,,,,,,,,,,,,,,,,,,,,9119895_total
4858,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_013364335.1_ASM1336433v1,Streptomyces,buecherae,NA00687,9069632,23898.0,,,,,,,,,,,,,,,,,,,,,,9093530_total
4569,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_003261055.1_ASM326105v1,Streptomyces,cadmiisoli,ZFG47,9269371,969901.0,,,,,,,,,,,,,,,,,,,,,,10239272_total
2544,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_016906185.1_ASM1690618v1,Streptomyces,californicus,FDAARGOS_1209,7814960,198329.0,18407.0,,,,,,,,,,,,,,,,,,,,,8031696_total
2545,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_016906205.1_ASM1690620v1,Streptomyces,californicus,FDAARGOS_1212,7788344,264825.0,11547.0,9202.0,8696.0,,,,,,,,,,,,,,,,,,,8082614_total
2546,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_016906225.1_ASM1690622v1,Streptomyces,californicus,FDAARGOS_1211,7826524,211634.0,9764.0,3243.0,2059.0,,,,,,,,,,,,,,,,,,,8053224_total
2547,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_016906245.1_ASM1690624v1,Streptomyces,californicus,FDAARGOS_1213,7791604,264866.0,9202.0,8718.0,8422.0,1236.0,,,,,,,,,,,,,,,,,,8084048_total
2548,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_016906265.1_ASM1690626v1,Streptomyces,californicus,FDAARGOS_1210,7919564,216949.0,85024.0,,,,,,,,,,,,,,,,,,,,,8221537_total
3847,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_000237305.1_ASM23730v1,Streptomyces,cattleya,NRRL_8057,6283062,1809491.0,,,,,,,,,,,,,,,,,,,,,,8092553_total
2533,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_024365045.1_ASM2436504v1,Streptomyces,cavourensis,F2,7846900,194662.0,,,,,,,,,,,,,,,,,,,,,,8041562_total
2003,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_001693675.1_ASM169367v1,Streptomyces,clavuligerus,F613-1,6883702,707056.0,,,,,,,,,,,,,,,,,,,,,,7590758_total
2004,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_003454755.1_ASM345475v1,Streptomyces,clavuligerus,F1D-5,6900908,1051520.0,106697.0,,,,,,,,,,,,,,,,,,,,,8059125_total
2005,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_005519465.1_ASM551946v1,Streptomyces,clavuligerus,ATCC_27064,6748591,1795495.0,,,,,,,,,,,,,,,,,,,,,,8544086_total
2006,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_015708605.1_ASM1570860v1,Streptomyces,clavuligerus,ATCC_27064,6748580,1794824.0,149702.0,11696.0,,,,,,,,,,,,,,,,,,,,8704802_total
2008,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_015767755.1_ASM1576775v1,Streptomyces,clavuligerus,F1D4,6872933,723139.0,23407.0,23362.0,22170.0,,,,,,,,,,,,,,,,,,,7665011_total
2010,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_015767795.1_ASM1576779v1,Streptomyces,clavuligerus,F1D10,6879575,716977.0,181794.0,,,,,,,,,,,,,,,,,,,,,7778346_total
2011,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_015767815.1_ASM1576781v1,Streptomyces,clavuligerus,F1D14,6864099,727711.0,199175.0,,,,,,,,,,,,,,,,,,,,,7790985_total
2015,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_015767915.1_ASM1576791v1,Streptomyces,clavuligerus,F1D35,6883304,718714.0,278352.0,,,,,,,,,,,,,,,,,,,,,7880370_total
4010,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_000444875.1_ASM44487v1,Streptomyces,collinus,Tu_365,8272925,85047.0,19314.0,,,,,,,,,,,,,,,,,,,,,8377286_total
4237,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_003675325.1_ASM367532v1,Streptomyces,dangxiongensis,Z022,8085191,72694.0,,,,,,,,,,,,,,,,,,,,,,8157885_total
4526,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_002946835.1_ASM294683v1,Streptomyces,dengpaensis,XZHG99,8541354,92208.0,76609.0,,,,,,,,,,,,,,,,,,,,,8710171_total
3128,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_023498005.1_ASM2349800v1,Streptomyces,durmitorensis,MS405,9715409,147211.0,,,,,,,,,,,,,,,,,,,,,,9862620_total
2539,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_014216315.1_ASM1421631v1,Streptomyces,finlayi,NBSH44,7474454,180509.0,,,,,,,,,,,,,,,,,,,,,,7654963_total
4316,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_022647665.1_ASM2264766v1,Streptomyces,formicae,1H-GS9,8177291,27773.0,,,,,,,,,,,,,,,,,,,,,,8205064_total
2028,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_013364315.1_ASM1336431v1,Streptomyces,fulvissimus,NA06532,7790974,608416.0,53193.0,,,,,,,,,,,,,,,,,,,,,8452583_total
2551,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_003665435.1_ASM366543v1,Streptomyces,fungicidicus,TXX3120,6740768,926728.0,,,,,,,,,,,,,,,,,,,,,,7667496_total
4865,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_014489615.1_ASM1448961v1,Streptomyces,genisteinicus,CRPJ-33,7631890,476916.0,79541.0,,,,,,,,,,,,,,,,,,,,,8188347_total
2021,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_000761215.1_ASM76121v1,Streptomyces,glaucescens,GLA.O,7453200,170574.0,,,,,,,,,,,,,,,,,,,,,,7623774_total
2022,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_003147545.1_ASM314754v1,Streptomyces,globisporus,TFH56,7488586,127820.0,50115.0,,,,,,,,,,,,,,,,,,,,,7666521_total
3963,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_000261345.2_ASM26134v2,Streptomyces,globisporus,C-1027,7608611,167754.0,7234.0,,,,,,,,,,,,,,,,,,,,,7783599_total
2559,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_003325375.1_ASM332537v1,Streptomyces,globosus,LZH-48,6863360,561689.0,110701.0,,,,,,,,,,,,,,,,,,,,,7535750_total
2849,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_014673495.1_ASM1467349v1,Streptomyces,griseofuscus,DSM_40191,8721740,220610.0,87909.0,86413.0,,,,,,,,,,,,,,,,,,,,9116672_total
3029,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_001447075.1_ASM144707v1,Streptomyces,hygroscopicus,KCTC_1717,8648026,1889906.0,,,,,,,,,,,,,,,,,,,,,,10537932_total
3927,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_000245355.1_ASM24535v1,Streptomyces,hygroscopicus,5008,10145833,164566.0,73285.0,,,,,,,,,,,,,,,,,,,,,10383684_total
2924,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_016803985.1_ASM1680398v1,Streptomyces,koyangensis,SCSIO_5802,6861301,140231.0,,,,,,,,,,,,,,,,,,,,,,7001532_total
2491,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_002803845.1_ASM280384v1,Streptomyces,lavendulae,CCM_3239,8691711,241081.0,,,,,,,,,,,,,,,,,,,,,,8932792_total
4231,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_001013905.1_sleC34,Streptomyces,leeuwenhoekii,C34_(=_DSM_42122_=_NRRL_B-24963),7903895,132226.0,86370.0,,,,,,,,,,,,,,,,,,,,,8122491_total
4281,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_003054555.1_ASM305455v1,Streptomyces,lunaelactis,MM109,8396100,127264.0,46827.0,,,,,,,,,,,,,,,,,,,,,8570191_total
2687,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_002591335.1_ASM259133v1,Streptomyces,malaysiensis,DSM_4137,10694678,49553.0,,,,,,,,,,,,,,,,,,,,,,10744231_total
2561,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_018310535.1_ASM1831053v1,Streptomyces,mirabilis,P16B-1,9103359,517982.0,,,,,,,,,,,,,,,,,,,,,,9621341_total
2327,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_020099395.1_ASM2009939v1,Streptomyces,mobaraensis,DSM_40587,7638929,29134.0,,,,,,,,,,,,,,,,,,,,,,7668063_total
2328,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_022759525.1_ASM2275952v1,Streptomyces,mobaraensis,DSM_40587,7633041,23857.0,,,,,,,,,,,,,,,,,,,,,,7656898_total
2850,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_001660045.1_ASM166004v1,Streptomyces,parvulus,2297,7149446,617085.0,,,,,,,,,,,,,,,,,,,,,,7766531_total
4727,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_009184865.1_ASM918486v1,Streptomyces,phaeolivaceus,GY16,10116136,59304.0,,,,,,,,,,,,,,,,,,,,,,10175440_total
2779,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_023923245.1_ASM2392324v1,Streptomyces,phaeoluteigriseus,Qhu-M197,9026270,70497.0,21680.0,,,,,,,,,,,,,,,,,,,,,9118447_total
3962,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_016804005.1_ASM1680400v1,Streptomyces,pratensis,S10,8270263,11203.0,,,,,,,,,,,,,,,,,,,,,,8281466_total
2029,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_006229535.1_ASM622953v1,Streptomyces,rimosus,WT5260,9365899,292604.0,,,,,,,,,,,,,,,,,,,,,,9658503_total
2804,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_024218735.1_ASM2421873v1,Streptomyces,rimosus,HP126,9108208,511447.0,,,,,,,,,,,,,,,,,,,,,,9619655_total
2805,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_024223055.1_ASM2422305v1,Streptomyces,rimosus,DV3,9084844,1754053.0,,,,,,,,,,,,,,,,,,,,,,10838897_total
2446,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_014216335.1_ASM1421633v1,Streptomyces,rutgersensis,NBH77,6848830,147517.0,,,,,,,,,,,,,,,,,,,,,,6996347_total
2577,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_004328625.1_ASM432862v1,Streptomyces,seoulensis,KCTC_9819,6339363,86882.0,,,,,,,,,,,,,,,,,,,,,,6426245_total
2952,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_001431765.1_ASM143176v1,Streptomyces,sp.,FR-008,7090955,142804.0,24272.0,,,,,,,,,,,,,,,,,,,,,7258031_total
3293,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_000412265.2_ASM41226v2,Streptomyces,sp.,Mg1,7868178,529571.0,183653.0,134791.0,,,,,,,,,,,,,,,,,,,,8716193_total
3624,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_002910725.2_ASM291072v2,Streptomyces,sp.,SM17,6975788,153923.0,28056.0,22147.0,,,,,,,,,,,,,,,,,,,,7179914_total
3705,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_016756395.1_ASM1675639v1,Streptomyces,sp.,SN-593,8833490,93381.0,46032.0,,,,,,,,,,,,,,,,,,,,,8972903_total
4069,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_000816025.1_ASM81602v1,Streptomyces,sp.,769,10100774,237512.0,,,,,,,,,,,,,,,,,,,,,,10338286_total
4070,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_000364805.1_ASM36480v1,Streptomyces,sp.,PAMC_26508,7526197,104048.0,,,,,,,,,,,,,,,,,,,,,,7630245_total
4254,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_010523235.1_ASM1052323v1,Streptomyces,sp.,604F,6900059,186091.0,,,,,,,,,,,,,,,,,,,,,,7086150_total
4263,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_011751035.2_ASM1175103v2,Streptomyces,sp.,MBT27,8400223,129956.0,,,,,,,,,,,,,,,,,,,,,,8530179_total
4276,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_003721495.1_ASM372149v1,Streptomyces,sp.,ADI95-16,8184000,630187.0,254705.0,10517.0,7012.0,,,,,,,,,,,,,,,,,,,9086421_total
4347,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_001278095.1_ASM127809v1,Streptomyces,sp.,CFMR-7,8207742,99537.0,,,,,,,,,,,,,,,,,,,,,,8307279_total
4377,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_001484565.1_ASM148456v1,Streptomyces,sp.,CdTB01,9902731,288836.0,,,,,,,,,,,,,,,,,,,,,,10191567_total
4418,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_002094995.1_ASM209499v1,Streptomyces,sp.,S8,7529075,72789.0,,,,,,,,,,,,,,,,,,,,,,7601864_total
4427,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_003595545.1_ASM359554v1,Streptomyces,sp.,11-1-2,11603877,51329.0,,,,,,,,,,,,,,,,,,,,,,11655206_total
4472,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_002028385.1_ASM202838v1,Streptomyces,sp.,3211,8232231,518852.0,240209.0,,,,,,,,,,,,,,,,,,,,,8991292_total
4476,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_002080455.1_ASM208045v1,Streptomyces,sp.,Sge12,7983613,127085.0,,,,,,,,,,,,,,,,,,,,,,8110698_total
4482,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_002288075.1_ASM228807v1,Streptomyces,sp.,CLI2905,7088673,144028.0,,,,,,,,,,,,,,,,,,,,,,7232701_total
4532,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_021665875.1_ASM2166587v1,Streptomyces,sp.,AMCC400023,10556261,90671.0,47751.0,,,,,,,,,,,,,,,,,,,,,10694683_total
4558,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_002943895.1_ASM294389v1,Streptomyces,sp.,WAC00288,7467777,186110.0,109458.0,62599.0,26915.0,,,,,,,,,,,,,,,,,,,7852859_total
4561,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_005490965.1_ASM549096v1,Streptomyces,sp.,SGAir0924,7653753,377458.0,26627.0,21816.0,,,,,,,,,,,,,,,,,,,,8079654_total
4564,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_006088715.1_ASM608871v1,Streptomyces,sp.,YIM_121038,10130554,967890.0,,,,,,,,,,,,,,,,,,,,,,11098444_total
4571,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_003173275.1_ASM317327v1,Streptomyces,sp.,NEAU-S7GS2,9641634,45805.0,,,,,,,,,,,,,,,,,,,,,,9687439_total
4578,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_003945525.1_ASM394552v1,Streptomyces,sp.,WAC_01438,8138328,62839.0,,,,,,,,,,,,,,,,,,,,,,8201167_total
4598,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_003950035.1_ASM395003v1,Streptomyces,sp.,W1SF4,7272878,481785.0,313480.0,,,,,,,,,,,,,,,,,,,,,8068143_total
4605,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_004524875.1_ASM452487v1,Streptomyces,sp.,S501,7173651,288181.0,,,,,,,,,,,,,,,,,,,,,,7461832_total
4699,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_007113525.2_ASM711352v2,Streptomyces,sp.,RLB1-9,11940408,154158.0,106635.0,,,,,,,,,,,,,,,,,,,,,12201201_total
4702,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_007113665.2_ASM711366v2,Streptomyces,sp.,S1D4-14,11723552,112263.0,98815.0,,,,,,,,,,,,,,,,,,,,,11934630_total
4737,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_009495655.1_ASM949565v1,Streptomyces,sp.,SYP-A7193,8193527,508575.0,120680.0,,,,,,,,,,,,,,,,,,,,,8822782_total
4754,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_009789635.1_ASM978963v1,Streptomyces,sp.,QHH-9511,7524079,91197.0,,,,,,,,,,,,,,,,,,,,,,7615276_total
4773,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_010384365.1_ASM1038436v1,Streptomyces,sp.,S4.7,7920066,10119.0,10110.0,,,,,,,,,,,,,,,,,,,,,7940295_total
4793,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_022760275.1_ASM2276027v1,Streptomyces,sp.,891-h,7804062,35476.0,,,,,,,,,,,,,,,,,,,,,,7839538_total
4821,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_013364375.1_ASM1336437v1,Streptomyces,sp.,NA03103,8088762,136926.0,133747.0,,,,,,,,,,,,,,,,,,,,,8359435_total
4823,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_013364155.1_ASM1336415v1,Streptomyces,sp.,NA02950,9619720,151949.0,,,,,,,,,,,,,,,,,,,,,,9771669_total
4845,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_013423905.1_ASM1342390v1,Streptomyces,sp.,NEAU-sy36,8429941,87893.0,22381.0,17319.0,,,,,,,,,,,,,,,,,,,,8557534_total
4847,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_017311125.1_ASM1731112v1,Streptomyces,sp.,M54,7767664,191206.0,,,,,,,,,,,,,,,,,,,,,,7958870_total
4866,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_014621695.1_ASM1462169v1,Streptomyces,sp.,CRXT-Y-14,7867709,361615.0,125386.0,,,,,,,,,,,,,,,,,,,,,8354710_total
4882,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_018128905.1_ASM1812890v1,Streptomyces,sp.,A2-16,9765518,30948.0,,,,,,,,,,,,,,,,,,,,,,9796466_total
4914,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_016598615.1_ASM1659861v1,Streptomyces,sp.,ZYC-3,11027222,319978.0,,,,,,,,,,,,,,,,,,,,,,11347200_total
4917,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_017358145.1_ASM1735814v1,Streptomyces,sp.,CA-256286,7726360,466817.0,,,,,,,,,,,,,,,,,,,,,,8193177_total
5007,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_019774615.1_ASM1977461v1,Streptomyces,sp.,BHT-5-2,6317233,2808962.0,,,,,,,,,,,,,,,,,,,,,,9126195_total
5012,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_020034615.1_ASM2003461v1,Streptomyces,sp.,A144,8085430,177399.0,,,,,,,,,,,,,,,,,,,,,,8262829_total
5028,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_020616555.1_ASM2061655v1,Streptomyces,sp.,BH-MK-02,9816795,202015.0,,,,,,,,,,,,,,,,,,,,,,10018810_total
5030,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_020535385.1_ASM2053538v1,Streptomyces,sp.,WA1-19,6850369,444343.0,,,,,,,,,,,,,,,,,,,,,,7294712_total
5050,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_021233395.1_ASM2123339v1,Streptomyces,sp.,HNM0561,11656895,32797.0,,,,,,,,,,,,,,,,,,,,,,11689692_total
5059,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_022026295.1_ASM2202629v1,Streptomyces,sp.,NBU3104,7077963,84941.0,,,,,,,,,,,,,,,,,,,,,,7162904_total
5089,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_023273835.1_ASM2327383v1,Streptomyces,sp.,LRE541,9966248,23788.0,,,,,,,,,,,,,,,,,,,,,,9990036_total
5097,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_023515955.1_ASM2351595v1,Streptomyces,sp.,RerS4,7301482,242139.0,,,,,,,,,,,,,,,,,,,,,,7543621_total
5103,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_023702655.1_ASM2370265v1,Streptomyces,sp.,Caat_7-52,8714294,334691.0,,,,,,,,,,,,,,,,,,,,,,9048985_total
5105,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_024442335.1_ASM2444233v1,Streptomyces,sp.,CRCS-T-1,8577985,33509.0,,,,,,,,,,,,,,,,,,,,,,8611494_total
2032,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_008632955.1_ASM863295v1,Streptomyces,tendae,139,6900068,408250.0,35138.0,,,,,,,,,,,,,,,,,,,,,7343456_total
2616,Bacteria,Terrabacteria group,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,,GCF_003932715.1_ASM393271v1,Streptomyces,tsukubensis,NRRL_18488,7963742,31070.0,24736.0,,,,,,,,,,,,,,,,,,,,,8019548_total
